Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-238,NY 082,Riverview Dr,RT 82 @ RIVERVIEW DRIVE AND ELM CREST CONDOS,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4600182.47,594710.55
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-00-9209,Taconic State Pkwy,Carpenter Rd,"TSP S/B, RM 987G 8203 1056 250 feet south of MM 40.0 south of Carpenter Road",ITS LOCATIONS,DYNAMIC MESSAGE BOARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4603905.75,601924.67
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-00-9587,Taconic State Pkwy,I 084,"TSP S/B, RM 987G 8203 1036 100 feet south of MM 37.9  N/O OF I-84 at abandoned Shen. Service Station",ITS LOCATIONS,DYNAMIC MESSAGE BOARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4600022.21,602168.52
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-01-9232,Taconic State Pkwy,I 084,TSP NB RM 987G 8203 1024 100 feet north of MM 36.7 S/O I-84,ITS LOCATIONS,DYNAMIC MESSAGE BOARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4598474.87,602340.24
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-102,US 009,Snook Rd,RT 9 @ EASTBOUND EXIT RAMP FOR I-84 & SNOOK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4597322.64,592659.89
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-104PS,US 009,Dutchess Mall Dr,RT 9 @ CENTER ENT-EXIT DR OF THE DUTCHESS MALL,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4596720.28,592573.3
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-234,US 009,Old Route 9,RT 9 @ OLD RT 9 & SPLASHDOWN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4600030.92,591446.5
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-TOWN,08-82-103PS,US 009,Van Wyck Lake Rd,RT 9 @ NORTHERLY DR OF THE DUTCHESS MALL @ VAN WYCK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4597001.27,592697.01
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-186,NY 052,Blodgett Rd,RT 52 @ BLODGETT ROAD,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4598238.77,591074.54
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-52,NY 052,Jackson St,RT 52 @ JACKSON ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4598579,591329
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-170,US 009,Elm St,RT 9 @ ELM ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4598634.07,591962.68
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-205,US 009,,RT 9 @ I84 OFF RAMP/HOLIDAY INN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4597708.96,592520.27
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-1,US 009,NY 052,RT 9 @ RT 52,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4598785.25,591861.77
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-101,US 009,,RT 9 @ WESTBOUND EXIT RAMP FOR I-84,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4597615.82,592570.95
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-166PS,US 009,Schuyler Blvd,RT 9 @ SCHUYLER BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4597899.48,592428.94
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-167PS,US 009,Merritt Blvd,RT 9 @ MERRITT BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4598170.2,592303.38
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,FISHKILL-VILLAGE,08-82-175PS,US 009,Church St,RT 9 @ FISHKILL PLAZA/CHURCH STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4599039.45,591733.28
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-21,NY 009G,Market St,RT 9G VIOLET AVE @ MARKET ST & CRUMB ELBOW RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4626886.66,590192.97
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-199,NY 009G,Haviland Rd,RT 9G @ HAVILAND RD,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4624935.71,590661.7
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-100,NY 009G,Saint Andrews Rd,RT 9G @ SAINT ANDREWS RD (CR40A),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4623275.12,590707.24
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-146,NY 009G,Dorsey Ln,RT 9G @ DORSEY LANE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4622052.39,590502.35
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-190PS,US 009,,RT 9 @ NORTH DRIVE CULINARY INST.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4622278.86,588906.35
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-206,US 009,W Dorsey Ln,RT 9 @ WEST DORSEY LANE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4621907.28,588893.39
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-201PS,US 009,Rogers Pl,RT 9 @ PARK PLAZA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4626031.92,588746.1
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-99,US 009,Saint Andrews Rd,RT 9 @ SAINT ANDREWS RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4623684.62,588914.11
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-122PS,US 009,Hyde Park Shopping Plaza,RT 9 @ HYDE PARK SHOPPING PLAZA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4623991.77,588923.28
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-105,US 009,Pine Woods Rd,RT 9 @ PINE WOODS RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4626416.63,588640.11
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-47FS,US 009,,RT 9 @ HYDE PARK FIREHOUSE,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4626499.53,588628.23
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-4,US 009,Market St,RT 9 ALBANY POST RD @ MARKET ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4627170.3,588389.35
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,HYDE PARK-TOWN,08-82-248PS,US 009,FDR Drive,RT 9 @ FDR & HYDE PARK DRIVE-IN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4624969,588902
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-24,NY 055,NY 082,RT 55 @ RT 82,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4613998.64,602955.84
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-147,NY 055,Old Manchester Rd,RT 55 @ OLD MANCHESTER ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4615272.38,594615.62
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-245,NY 055,Titusville Rd,RT 55 @ TITUSVILLE ROAD (near Apple Valley Plaza),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4613744,596759
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-43,NY 055,Noxon Rd,RT 55 @ NOXON RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4615109.26,594901.28
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-145,NY 055,Firemans Way,RT 55 @ FIREMANS WAY / PAGE INDUST PARK DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4614875.8,595401.66
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-93,NY 055,Overlook Rd,RT 55 @ OVERLOOK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4615371.89,594382.32
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-212,NY 082,Noxon Rd,RT 82 @ NOXON RD (CR 21),3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4611793.07,603389.27
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-208,NY 082,Sylvan Lake Rd,RT 82 @ SYLVAN LAKE ROAD (CR 10),3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4609230.86,602319.84
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-249PS,NY 082,Arthurburg Corners,RT 82 @ ARTHURSBURG CORNERS PLAZA,3-COLOR SIGNAL,STANDARD,,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4609083,602238
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-183,NY 376,CR 044,RT 376 @ WALKER RD(CR44),3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4611785.04,594013.15
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,LAGRANGE-TOWN,08-82-229,NY 987G,Noxon Rd,TSP @ NOXON ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4611031.72,600980.64
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,MILAN-TOWN,08-82-26,NY 199,NY 308,RT 199 @ RT 308,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4647147.1,597797.96
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,MILLBROOK-VILLAGE,08-82-12,NY 984P,Church St,RT 44 FRANKLIN AVE @ CHURCH ST,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4626754.1,608531.47
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,MILLBROOK-VILLAGE,08-82-70,NY 984P,NY 082,RT 44 @ RT 82 & RT 343,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4625701.03,607887.16
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,MILLERTON-VILLAGE,08-82-10,NY 022,US 044,RT 22 @ RT 44,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4645601.97,623273.09
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,MILLERTON-VILLAGE,08-82-134SI,NY 022,,RT 22 @ CHECKERBOARD CURVE,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4645174.79,623231.96
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,MILLERTON-VILLAGE,08-82-36,US 044,Maple Ave,RT 44 @ MAPLE AVE/ RUDD POND,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4645640.8,623813.52
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PAWLING-TOWN,08-82-148,NY 022,Akindale Rd,RT 22 @ AKINDALE RD,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4599386.94,618069.49
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PAWLING-VILLAGE,08-82-48,NY 022,Quaker Hill Rd,RT 22 @ QUAKER HILL RD & MAIN ST,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4601218.29,617346.01
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PAWLING-VILLAGE,08-82-240,NY 022,Reservoir Rd,RT 22 @ RESERVOIR ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4603406.3,617335.04
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PAWLING-VILLAGE,08-82-200,NY 022,Coulter Ave,RT 22 @ COULTER AVE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4602634.23,617238.35
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PINE PLAINS-TOWN,08-82-13,NY 199,NY 082,RT 199 @ RT 82,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4648398.55,611321.08
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PLEASANT VALLEY-TOWN,08-82-194SI,NY 082,,RT 82 SOUTH OF CR 13,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4628125.4,603216.03
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PLEASANT VALLEY-TOWN,08-82-177,US 044,South Ave,RT 44 @ SOUTH AVE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4622182.94,598060
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PLEASANT VALLEY-TOWN,08-82-115,US 044,West Rd,RT 44 @ WEST RD,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4622000.14,597495.22
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,PLEASANT VALLEY-TOWN,08-82-96,US 044,North Ave,RT 44 @ NORTH AVE,3-COLOR SIGNAL,STANDARD,PARTIAL RESPONSE 2,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4622044.41,597699.35
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-5A,Maple St,N Clinton St,POK WB ARTERIAL @ NORTH CLINTON STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617311.26,589808.94
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-4A,Maple St,Cherry St,POK WB ARTERIAL @ CHERRY STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617283.77,590072.17
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-2A,Maple St,NY 115,POK WB ARTERIAL @ INNIS AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616932.14,590875.88
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-3A,Maple St,Pershing Ave,POK WB ARTERIAL @ PERSHING AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617116.2,590368.42
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-6A,Mill St,N Hamilton St,POK WB ARTERIAL @ NORTH HAMILTON STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617415.17,589634.41
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-8A,Mill St,Market St,POK WB ARTERIAL @ NEW MARKET STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617652.39,589163.69
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-7A,Mill St,Catherine St,POK WB ARTERIAL @ CATHERINE STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617498.34,589471.31
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-28FS,NY 009G,,RT 9G VIOLET AVE @ VIOLET AVE FIREHOUSE (RM 3010),3-COLOR SIGNAL,EMERGENCY,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4620352.14,590607.78
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-1AM,NY 055,US 009,MASTER CONTROLLER POK E/W ARTERIAL @ WASHINGTON ST,MASTER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617302.74,588524.42
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-37,NY 376,Boardman Rd,RT 376 @ BOARDMAN RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4614770.24,592377.9
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-22A,Poughkeepsie WB Art,Corlies Ave,POK WB ARTERIAL @ CORLIES AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616995.93,590690.63
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-23A,Poughkeepsie WB Art,N White St,POK WB ARTERIAL @ NORTH WHITE STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617180.02,590267.43
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-20A,US 044,S White St,POK EB ARTERIAL @ SOUTH WHITE STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616842.49,590135.33
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-17A,US 044,Palmer Ave,POK EB ARTERIAL @ PALMER AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616794.95,590387.94
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-13A,US 044,Academy St,POK EB ARTERIAL @ ACADEMY STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617136.43,589310.29
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-11A,US 044,NY 055,POK EB ARTERIAL @ WASHINGTON ST EXTENSION,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617267.84,588948.6
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-16A,US 044,S Cherry St,POK EB ARTERIAL @ SOUTH CHERRY STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616846.4,590004.77
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-10A,US 044,Jefferson St,POK E/W ARTERIAL @ JEFFERSON ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617302.36,588707.17
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-14A,US 044,S Hamilton St,POK EB ARTERIAL @ SOUTH HAMILTON STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617055.23,589489.88
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-9A,US 044,Main St,POK WB ARTERIAL @ COLUMBUS,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617527.03,589003.17
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-19A,US 044,Grand Ave,POK EB ARTERIAL @ GRAND AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616481.22,591001.87
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-12A,US 044,Market St,POK EB ARTERIAL @ MARKET STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4617233.2,589047.13
08-Poughkeepsie,08-Poughkeepsie,DUTCHESS,POUGHKEEPSIE-CITY,08-82-18A,US 044,Worrel Ave,POK EB ARTERIAL @ WORREL AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4616539.87,590765.25
